ad_id,type,area,bedrooms,bathrooms,level,furnished,rent,city,region,price
Ad id 194251931,apartment,165.0,3,2,3,yes,yes,cairo,rehab city,20000.0
Ad id 165352705,apartment,150.0,3,2,1,,no,giza,6th of october,685500.0
Ad id 194098961,apartment,75.0,2,1,3,yes,yes,giza,haram,3500.0
Ad id 194246361,apartment,172.0,2,2,1,no,no,giza,6th of october,3191769.0
Ad id 194320969,apartment,110.0,2,1,2,no,no,alexandria,nakheel,245000.0
Ad id 194293613,duplex,333.0,3,3,ground,no,no,cairo,new heliopolis,1374000.0
Ad id 194315079,apartment,205.0,3,3,4,no,no,cairo,new cairo - el tagamoa,2562000.0
Ad id 194303349,apartment,185.0,3,3,ground,no,no,giza,sheikh zayed,1350000.0
Ad id 194269094,apartment,148.0,3,2,4,no,no,cairo,new capital city,2350000.0
Ad id 194165296,duplex,220.0,2,1,5,no,no,alexandria,nakheel,410000.0
Ad id 194299874,apartment,210.0,3,3,2,no,no,cairo,new cairo - el tagamoa,3300000.0
Ad id 194301688,apartment,154.0,3,3,9,no,no,cairo,zahraa al maadi,1650000.0
Ad id 180150943,apartment,125.0,2,1,8,yes,yes,cairo,nasr city,850.0
Ad id 194353667,apartment,165.0,3,2,3,no,no,cairo,new cairo - el tagamoa,390000.0
Ad id 194288763,apartment,147.0,2,2,ground,no,no,cairo,new cairo - el tagamoa,2736700.0
Ad id 194144800,apartment,134.0,3,2,ground,,yes,giza,sheikh zayed,14000.0
Ad id 194260316,apartment,120.0,2,2,1,no,no,alexandria,nakheel,385000.0
Ad id 194246857,apartment,96.0,2,2,1,no,no,cairo,madinaty,1750000.0
Ad id 194282263,apartment,190.0,3,2,3,,no,giza,hadayek al-ahram,1290000.0
Ad id 193943708,apartment,130.0,2,2,3,no,yes,alexandria,bolkly,3500.0
Ad id 194341239,apartment,88.0,3,1,4,no,no,cairo,gesr al suez,750000.0
Ad id 194359482,apartment,172.0,3,2,ground,no,no,cairo,shorouk city,1450000.0
Ad id 194200729,apartment,250.0,4,4,2,no,yes,cairo,rehab city,18000.0
Ad id 194336975,apartment,176.0,3,2,ground,no,no,cairo,new cairo - el tagamoa,200000.0
Ad id 194179350,apartment,200.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,7000.0
Ad id 194305364,apartment,105.0,2,2,2,no,no,cairo,new cairo - el tagamoa,1900000.0
Ad id 194283571,apartment,237.0,3,3,1,no,no,cairo,new cairo - el tagamoa,10050000.0
Ad id 194360992,apartment,160.0,3,2,2,,yes,cairo,new cairo - el tagamoa,6500.0
Ad id 194207738,apartment,165.0,3,2,3,no,no,cairo,new cairo - el tagamoa,345000.0
Ad id 193759728,apartment,146.0,2,2,ground,yes,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 181833364,apartment,115.0,2,1,5,no,no,cairo,zahraa al maadi,700000.0
Ad id 194349664,apartment,186.0,3,2,1,no,yes,giza,hadayek al-ahram,4000.0
Ad id 194080443,apartment,202.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,21000.0
Ad id 194382701,duplex,280.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,16000.0
Ad id 194301393,apartment,140.0,3,2,1,no,no,cairo,obour city,700000.0
Ad id 194358938,apartment,220.0,3,2,1,no,yes,cairo,new cairo - el tagamoa,7600.0
Ad id 194165391,studio,60.0,1,1,ground,yes,yes,cairo,rehab city,15000.0
Ad id 194109291,apartment,90.0,2,1,4,yes,yes,alexandria,mandara,300.0
Ad id 194298173,apartment,89.0,2,2,3,yes,yes,cairo,madinaty,15000.0
Ad id 194253227,apartment,150.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,4000000.0
Ad id 194338050,apartment,280.0,3,5,3,yes,yes,giza,sheikh zayed,40000.0
Ad id 194116101,apartment,130.0,3,1,4,no,yes,cairo,nasr city,4700.0
Ad id 194245205,apartment,145.0,2,2,10+,no,no,alexandria,gianaclis,1800000.0
Ad id 194158103,apartment,150.0,3,2,2,yes,yes,giza,6th of october,5000.0
Ad id 194299071,apartment,170.0,3,2,1,,no,giza,hadayek al-ahram,1250000.0
Ad id 194120621,apartment,300.0,4,3,1,no,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 193772040,duplex,240.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,30000.0
Ad id 193978280,duplex,400.0,5,5,ground,no,no,giza,sheikh zayed,4000000.0
Ad id 194347050,apartment,75.0,2,1,5,yes,yes,cairo,badr city,3000.0
Ad id 194362059,apartment,240.0,3,2,6,no,yes,cairo,nasr city,25000.0
Ad id 194231224,apartment,200.0,3,3,3,no,yes,cairo,new cairo - el tagamoa,18000.0
Ad id 194262409,apartment,120.0,3,1,2,no,yes,port said,port fouad,4500.0
Ad id 194146157,apartment,220.0,3,2,1,no,yes,cairo,nasr city,15000.0
Ad id 194206299,apartment,120.0,3,2,3,no,yes,cairo,obour city,3000.0
Ad id 193766307,apartment,175.0,3,3,2,,no,cairo,new cairo - el tagamoa,83000.0
Ad id 194181617,apartment,133.0,2,2,2,yes,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194354340,apartment,160.0,2,2,3,yes,yes,cairo,new cairo - el tagamoa,18500.0
Ad id 194125682,apartment,480.0,5,3,10+,,yes,alexandria,smoha,20000.0
Ad id 194319206,apartment,120.0,2,3,2,no,no,cairo,mostakbal city,2500000.0
Ad id 194358178,apartment,110.0,3,2,3,,no,cairo,madinaty,2400000.0
Ad id 194156119,apartment,75.0,2,1,ground,no,yes,ismailia,ismailia city,1000.0
Ad id 194383306,apartment,252.0,3,3,7,no,no,cairo,new capital city,4216298.0
Ad id 194288436,apartment,165.0,3,3,2,,no,cairo,new cairo - el tagamoa,300000.0
Ad id 194320496,apartment,224.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1900000.0
Ad id 194301146,apartment,160.0,2,2,3,no,no,giza,sheikh zayed,443900.0
Ad id 194152160,apartment,245.0,4,4,2,,no,cairo,new cairo - el tagamoa,9400000.0
Ad id 194249454,apartment,137.0,3,2,ground,no,no,cairo,new capital city,1096000.0
Ad id 194332768,apartment,100.0,3,1,4,no,no,giza,faisal,475000.0
Ad id 194390441,apartment,138.0,2,1,9,no,no,alexandria,smoha,1250000.0
Ad id 194315186,apartment,187.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2880000.0
Ad id 194081475,apartment,115.0,3,1,5,no,yes,cairo,new cairo - el tagamoa,3200.0
Ad id 194282395,apartment,175.0,3,2,10+,no,no,alexandria,smoha,3400000.0
Ad id 194162833,apartment,80.0,1,1,3,yes,yes,alexandria,agami,200.0
Ad id 194308672,apartment,88.0,2,1,ground,no,yes,cairo,madinaty,6000.0
Ad id 194321502,apartment,160.0,3,2,2,,no,cairo,new cairo - el tagamoa,1500000.0
Ad id 194152367,apartment,168.0,3,2,2,,no,cairo,new cairo - el tagamoa,345000.0
Ad id 194014180,apartment,190.0,3,4,2,no,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 193415679,apartment,155.0,3,3,2,no,no,dakahlia,new mansoura,1230000.0
Ad id 194137574,apartment,268.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,30000.0
Ad id 194318015,apartment,193.0,3,3,ground,no,no,giza,6th of october,7300000.0
Ad id 194359856,apartment,130.0,3,2,4,no,no,cairo,rehab city,1730000.0
Ad id 187923315,duplex,277.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,4200000.0
Ad id 194301519,apartment,175.0,3,3,2,yes,no,cairo,new nozha,1650000.0
Ad id 194283808,apartment,85.0,3,1,2,no,no,giza,sheikh zayed,1300000.0
Ad id 194282138,apartment,156.0,2,3,2,no,no,cairo,new cairo - el tagamoa,5000000.0
Ad id 194042486,penthouse,135.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1462000.0
Ad id 194308246,apartment,197.0,3,4,1,,no,giza,sheikh zayed,980000.0
Ad id 194129934,duplex,300.0,3,3,highest,no,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194274543,apartment,175.0,3,3,6,no,no,cairo,madinaty,3400000.0
Ad id 194093609,apartment,180.0,2,2,1,no,yes,giza,sheikh zayed,12000.0
Ad id 194303381,apartment,230.0,3,3,10+,no,no,giza,dokki,2150000.0
Ad id 194161833,apartment,249.0,3,4,1,yes,yes,cairo,new cairo - el tagamoa,48000.0
Ad id 194246275,apartment,130.0,3,2,5,no,no,giza,sheikh zayed,1800000.0
Ad id 194266990,apartment,180.0,3,3,2,no,no,cairo,rehab city,4500000.0
Ad id 192239580,duplex,236.0,3,3,2,yes,yes,cairo,new cairo - el tagamoa,31000.0
Ad id 178068474,apartment,150.0,3,2,10,no,no,alexandria,smoha,2500000.0
Ad id 194149761,apartment,60.0,1,1,ground,yes,yes,cairo,rehab city,12000.0
Ad id 194377243,apartment,350.0,4,2,10+,no,yes,alexandria,laurent,22000.0
Ad id 194248933,apartment,109.0,2,1,2,,yes,cairo,madinaty,6000.0
Ad id 194361177,apartment,136.0,3,2,3,no,no,giza,sheikh zayed,500000.0
Ad id 194264029,apartment,100.0,2,1,2,no,no,alexandria,agami,150000.0
Ad id 194295494,apartment,260.0,4,2,1,no,no,cairo,heliopolis,2500000.0
Ad id 193884328,apartment,120.0,3,2,10,yes,yes,alexandria,mandara,300.0
Ad id 194304324,apartment,268.0,4,3,2,no,no,cairo,new cairo - el tagamoa,6646200.0
Ad id 194289904,apartment,100.0,2,2,2,no,no,giza,sheikh zayed,2200000.0
Ad id 194341073,apartment,110.0,2,1,2,no,no,alexandria,nakheel,165000.0
Ad id 194310599,apartment,120.0,2,1,10+,yes,yes,cairo,gesr al suez,8500.0
Ad id 194270836,apartment,149.0,3,2,2,no,no,giza,sheikh zayed,4450000.0
Ad id 192270087,apartment,220.0,3,2,1,,no,cairo,new cairo - el tagamoa,2800000.0
Ad id 194139455,duplex,358.0,4,4,2,yes,yes,giza,sheikh zayed,26000.0
Ad id 194299499,apartment,370.0,5,4,2,no,no,cairo,sheraton,5500000.0
Ad id 194158519,apartment,80.0,2,1,3,yes,yes,giza,sheikh zayed,6000.0
Ad id 193503584,apartment,180.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,9000.0
Ad id 193555555,apartment,150.0,3,2,1,no,no,giza,6th of october,900000.0
Ad id 194203189,apartment,135.0,3,1,10+,no,no,alexandria,montazah,1300000.0
Ad id 194147865,apartment,155.0,3,2,3,no,no,giza,6th of october,560000.0
Ad id 194175105,apartment,145.0,3,2,3,no,yes,giza,6th of october,5500.0
Ad id 194287522,apartment,146.0,3,2,2,no,no,cairo,new cairo - el tagamoa,600000.0
Ad id 194298889,apartment,266.0,3,4,2,yes,yes,alexandria,san stefano,43000.0
Ad id 194041298,apartment,159.0,3,3,2,no,no,cairo,obour city,1190000.0
Ad id 194319999,apartment,99.0,2,1,2,no,no,cairo,rehab city,2200000.0
Ad id 192222049,apartment,210.0,3,3,1,,no,cairo,new cairo - el tagamoa,2500000.0
Ad id 194303337,apartment,220.0,3,3,3,,no,giza,sheikh zayed,1550000.0
Ad id 194247610,apartment,100.0,2,1,2,no,no,alexandria,nakheel,320000.0
Ad id 194271422,apartment,187.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2000000.0
Ad id 194250943,apartment,110.0,2,1,3,,yes,cairo,nasr city,5000.0
Ad id 194290267,apartment,240.0,3,3,2,,no,giza,sheikh zayed,450000.0
Ad id 194318120,duplex,285.0,2,2,5,yes,yes,cairo,new cairo - el tagamoa,1800.0
Ad id 194129149,apartment,380.0,4,3,8,no,no,alexandria,camp caesar,5700000.0
Ad id 193042276,apartment,187.0,3,3,3,no,no,cairo,madinaty,2950000.0
Ad id 194194736,apartment,184.0,3,3,2,,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194318616,apartment,107.0,2,1,4,no,no,cairo,madinaty,2050000.0
Ad id 194271858,apartment,266.0,3,3,4,no,no,cairo,madinaty,5000000.0
Ad id 194268661,apartment,130.0,3,1,ground,no,no,cairo,new cairo - el tagamoa,1100000.0
Ad id 194288298,apartment,135.0,2,2,2,no,no,cairo,shorouk city,1400000.0
Ad id 194179924,apartment,360.0,4,3,9,no,no,alexandria,bolkly,3200000.0
Ad id 194252442,apartment,150.0,3,1,2,no,no,sharqia,10th of ramadan,975000.0
Ad id 194239593,apartment,150.0,3,1,3,no,yes,giza,6th of october,3500.0
Ad id 194359773,apartment,140.0,3,1,ground,no,yes,cairo,new cairo - el tagamoa,5000.0
Ad id 192509703,apartment,158.0,3,2,1,,no,giza,6th of october,800000.0
Ad id 194287131,apartment,160.0,3,3,2,no,no,cairo,new cairo - el tagamoa,3398929.0
Ad id 194362892,apartment,100.0,3,1,10+,yes,no,alexandria,sidi beshr,750000.0
Ad id 194319709,apartment,70.0,2,1,4,yes,yes,giza,sheikh zayed,11000.0
Ad id 194137493,apartment,15.0,3,2,5,yes,yes,cairo,zahraa al maadi,250.0
Ad id 194200329,apartment,210.0,3,3,3,no,yes,cairo,rehab city,8500.0
Ad id 186858852,duplex,247.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,1976000.0
Ad id 194287822,apartment,165.0,3,3,ground,,no,cairo,new cairo - el tagamoa,4600000.0
Ad id 194366363,apartment,225.0,3,2,5,,no,cairo,new cairo - el tagamoa,2500000.0
Ad id 194295270,apartment,210.0,3,3,2,no,yes,giza,sheikh zayed,27000.0
Ad id 194152311,apartment,115.0,3,1,9,no,no,alexandria,mandara,970000.0
Ad id 194327253,apartment,131.0,3,2,1,no,yes,cairo,rehab city,7500.0
Ad id 194283395,apartment,235.0,3,3,3,no,no,cairo,new cairo - el tagamoa,4200000.0
Ad id 194316098,apartment,80.0,2,2,2,no,no,cairo,mostakbal city,1768000.0
Ad id 194288166,apartment,140.0,3,3,2,yes,yes,cairo,rehab city,20000.0
Ad id 194181606,studio,80.0,2,1,ground,yes,yes,cairo,madinaty,600.0
Ad id 194109358,apartment,241.0,6,2,5,no,yes,alexandria,raml station,11000.0
Ad id 194330556,apartment,92.0,2,1,5,no,no,cairo,madinaty,1600000.0
Ad id 190869217,apartment,92.0,2,1,ground,no,yes,cairo,maadi,5300.0
Ad id 194268993,apartment,123.0,3,2,ground,no,yes,cairo,madinaty,7500.0
Ad id 190270995,room,12.0,1,1,2,,yes,giza,dokki,1300.0
Ad id 194228084,apartment,225.0,3,3,1,,yes,cairo,new cairo - el tagamoa,6500.0
Ad id 194262303,apartment,240.0,3,3,2,no,no,alexandria,zezenia,3400000.0
Ad id 194320639,apartment,180.0,3,3,5,no,yes,cairo,rehab city,10500.0
Ad id 194208685,apartment,75.0,3,1,3,no,no,cairo,dar al-salaam,200000.0
Ad id 194361773,apartment,180.0,3,3,3,no,yes,cairo,rehab city,10500.0
Ad id 194366964,apartment,250.0,4,3,1,no,no,cairo,new cairo - el tagamoa,3000000.0
Ad id 194148090,apartment,180.0,3,2,3,no,yes,cairo,new cairo - el tagamoa,8000.0
Ad id 194144995,apartment,234.0,3,3,ground,yes,yes,giza,sheikh zayed,30000.0
Ad id 194132476,apartment,90.0,2,1,ground,yes,yes,cairo,rehab city,15000.0
Ad id 191235070,apartment,125.0,2,2,2,no,no,giza,sheikh zayed,2210000.0
Ad id 194127434,apartment,205.0,3,4,2,no,yes,giza,sheikh zayed,25000.0
Ad id 194302124,apartment,130.0,2,2,4,,no,cairo,zahraa al maadi,1000000.0
Ad id 166211219,apartment,200.0,3,3,3,no,no,giza,6th of october,1055000.0
Ad id 194200549,apartment,238.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194298829,duplex,500.0,4,4,ground,no,yes,cairo,new cairo - el tagamoa,18000.0
Ad id 194227952,apartment,70.0,2,1,3,yes,yes,cairo,madinaty,11000.0
Ad id 194273861,apartment,184.0,3,3,ground,,no,cairo,madinaty,3600000.0
Ad id 194300821,apartment,99.0,2,1,3,no,yes,cairo,rehab city,6500.0
Ad id 194367938,duplex,132.0,2,3,ground,no,no,giza,6th of october,2900000.0
Ad id 194317256,apartment,312.0,4,5,1,no,no,giza,6th of october,3200000.0
Ad id 194316649,duplex,225.0,3,3,2,no,no,cairo,new cairo - el tagamoa,1525000.0
Ad id 194228941,duplex,140.0,2,3,2,yes,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194272266,duplex,225.0,3,4,2,no,no,cairo,new cairo - el tagamoa,3720000.0
Ad id 194128017,apartment,103.0,3,2,ground,yes,yes,cairo,madinaty,17000.0
Ad id 194361273,apartment,340.0,5,3,2,no,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194281688,apartment,200.0,3,2,1,,no,cairo,new cairo - el tagamoa,2850000.0
Ad id 194314731,apartment,103.0,2,1,1,no,no,cairo,madinaty,1800000.0
Ad id 194019778,apartment,125.0,3,1,8,no,no,alexandria,seyouf,850000.0
Ad id 194159214,apartment,96.0,2,2,2,yes,yes,cairo,madinaty,14000.0
Ad id 185038462,apartment,325.0,4,3,2,,no,alexandria,kafr abdo,9500000.0
Ad id 194318118,apartment,99.0,2,1,4,yes,yes,cairo,rehab city,16000.0
Ad id 188212029,duplex,227.0,3,2,ground,,no,cairo,new cairo - el tagamoa,600000.0
Ad id 194172972,duplex,200.0,2,1,5,no,no,alexandria,nakheel,345000.0
Ad id 194215147,duplex,380.0,4,3,ground,,no,giza,hadayek 6th of october,1300000.0
Ad id 194303483,apartment,150.0,2,2,10,no,no,qalyubia,shubra al-khaimah,900000.0
Ad id 194158605,studio,250.0,1,1,3,yes,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 194161761,apartment,135.0,3,2,3,no,no,alexandria,sporting,3510000.0
Ad id 194246143,duplex,211.0,3,3,ground,,no,cairo,new cairo - el tagamoa,5160000.0
Ad id 194204254,apartment,116.0,3,2,4,no,yes,cairo,madinaty,6500.0
Ad id 192550737,apartment,157.0,3,3,4,no,no,cairo,rehab city,2550000.0
Ad id 194322454,apartment,160.0,3,3,ground,,no,cairo,new cairo - el tagamoa,450000.0
Ad id 194119688,apartment,126.0,3,2,1,yes,yes,giza,6th of october,5000.0
Ad id 194201090,apartment,165.0,3,3,2,,no,cairo,new cairo - el tagamoa,1855260.0
Ad id 194202333,apartment,145.0,3,2,ground,,no,cairo,shorouk city,800000.0
Ad id 193948197,apartment,189.0,3,3,2,no,no,cairo,new cairo - el tagamoa,1200000.0
Ad id 194247453,apartment,210.0,3,3,2,no,yes,giza,sheikh zayed,20000.0
Ad id 194221958,apartment,210.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,10000.0
Ad id 194160921,apartment,131.0,3,2,1,no,yes,cairo,madinaty,6700.0
Ad id 193866493,apartment,185.0,3,2,10,,yes,alexandria,roushdy,18000.0
Ad id 194005540,apartment,187.0,3,2,3,no,no,cairo,shorouk city,1350000.0
Ad id 194249805,apartment,131.0,2,2,3,no,no,cairo,new cairo - el tagamoa,2950000.0
Ad id 194187713,apartment,250.0,3,2,9,no,yes,giza,dokki,13000.0
Ad id 194096103,apartment,135.0,3,2,1,yes,yes,cairo,madinaty,10000.0
Ad id 194301959,apartment,92.0,2,2,1,no,no,cairo,mostakbal city,1821000.0
Ad id 194370911,apartment,70.0,2,1,7,yes,yes,alexandria,sidi beshr,2000.0
Ad id 194231915,apartment,120.0,2,2,7,yes,yes,cairo,sheraton,25000.0
Ad id 194282034,apartment,390.0,5,3,1,no,no,cairo,maadi,3500000.0
Ad id 194213241,duplex,278.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,5200000.0
Ad id 194152485,apartment,135.0,3,2,1,no,yes,cairo,madinaty,6500.0
Ad id 194320560,apartment,97.0,2,1,2,no,no,cairo,new capital city,1164000.0
Ad id 194270443,apartment,300.0,4,3,1,yes,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194349618,duplex,280.0,4,3,ground,no,yes,cairo,new cairo - el tagamoa,18000.0
Ad id 194302619,apartment,234.0,3,3,highest,,no,cairo,new cairo - el tagamoa,4200000.0
Ad id 194249858,apartment,200.0,3,3,2,no,no,cairo,obour city,1050000.0
Ad id 194239089,apartment,115.0,3,1,3,no,yes,cairo,new cairo - el tagamoa,3000.0
Ad id 192689443,duplex,255.0,3,4,2,,no,cairo,new cairo - el tagamoa,6370000.0
Ad id 194179000,apartment,165.0,3,2,3,,no,cairo,new cairo - el tagamoa,350000.0
Ad id 193330624,apartment,100.0,2,1,3,yes,yes,alexandria,agami,1800.0
Ad id 194149859,duplex,360.0,4,3,ground,,yes,cairo,new cairo - el tagamoa,18000.0
Ad id 194364946,apartment,165.0,3,2,2,,no,cairo,new cairo - el tagamoa,242350.0
Ad id 194175864,apartment,137.0,2,2,2,no,yes,giza,sheikh zayed,13000.0
Ad id 194182531,apartment,115.0,3,1,10,no,yes,alexandria,sidi beshr,2500.0
Ad id 194196980,apartment,170.0,3,2,2,no,yes,giza,sheikh zayed,13000.0
Ad id 193006132,apartment,125.0,3,1,3,yes,no,cairo,nasr city,1650000.0
Ad id 194179592,studio,80.0,1,1,ground,yes,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 190640639,apartment,170.0,3,3,1,no,yes,cairo,new cairo - el tagamoa,5500.0
Ad id 194233484,apartment,72.0,2,1,1,yes,yes,giza,sheikh zayed,10000.0
Ad id 192876427,apartment,211.0,3,3,ground,,no,cairo,new cairo - el tagamoa,2910000.0
Ad id 194164292,apartment,180.0,3,2,2,no,yes,giza,sheikh zayed,8000.0
Ad id 194285811,apartment,138.0,2,2,ground,no,yes,cairo,new cairo - el tagamoa,13000.0
Ad id 192881234,apartment,137.0,3,2,3,no,no,cairo,badr city,725004.0
Ad id 180973924,duplex,350.0,3,2,ground,,yes,v,(,5700.0
Ad id 194153076,apartment,130.0,3,2,1,no,no,alexandria,laurent,1300000.0
Ad id 194250300,apartment,270.0,6,3,1,no,yes,cairo,nasr city,22000.0
Ad id 194268383,apartment,235.0,3,3,2,no,no,cairo,new cairo - el tagamoa,3600000.0
Ad id 186226463,apartment,139.0,2,2,2,,no,cairo,new cairo - el tagamoa,260500.0
Ad id 194265121,apartment,110.0,3,1,4,yes,yes,cairo,new cairo - el tagamoa,7500.0
Ad id 194302052,apartment,162.0,3,3,2,,no,cairo,new cairo - el tagamoa,370000.0
Ad id 194285844,apartment,135.0,3,2,2,no,yes,cairo,madinaty,6500.0
Ad id 193329254,penthouse,179.0,3,3,3,,no,cairo,new cairo - el tagamoa,4500000.0
Ad id 194227701,apartment,200.0,3,2,2,yes,yes,cairo,new cairo - el tagamoa,16000.0
Ad id 194172842,apartment,115.0,3,1,5,no,no,alexandria,nakheel,335000.0
Ad id 194204501,apartment,135.0,3,2,8,no,no,alexandria,sidi beshr,1150000.0
Ad id 194289081,apartment,200.0,4,3,2,no,yes,cairo,madinaty,9000.0
Ad id 192006793,apartment,200.0,3,2,2,no,no,damietta,new damietta,2800000.0
Ad id 194346287,duplex,243.0,3,2,ground,,no,cairo,new cairo - el tagamoa,1880000.0
Ad id 194253959,apartment,136.0,2,2,10+,,yes,alexandria,san stefano,40000.0
Ad id 194295286,apartment,180.0,3,1,4,no,no,sharqia,10th of ramadan,670000.0
Ad id 194120743,apartment,220.0,3,3,4,no,yes,alexandria,sporting,12000.0
Ad id 194323096,apartment,155.0,3,3,2,no,no,cairo,new capital city,280000.0
Ad id 194339090,apartment,155.0,3,3,3,no,no,cairo,new capital city,1798211.0
Ad id 193804385,apartment,205.0,3,3,4,,no,giza,6th of october,4500000.0
Ad id 176900469,apartment,175.0,3,3,2,no,no,cairo,new cairo - el tagamoa,2600000.0
Ad id 194312002,apartment,134.0,3,1,5,,no,cairo,madinaty,2400000.0
Ad id 194321096,apartment,200.0,4,3,8,no,yes,cairo,nasr city,18000.0
Ad id 194185420,apartment,95.0,2,1,4,no,no,alexandria,nakheel,340000.0
Ad id 193542725,apartment,310.0,3,3,9,yes,no,alexandria,smoha,9500000.0
Ad id 194313696,apartment,135.0,3,2,4,no,no,giza,hadayek 6th of october,720000.0
Ad id 194127099,duplex,161.0,1,2,2,,no,cairo,new cairo - el tagamoa,1770000.0
Ad id 194163400,apartment,147.0,2,1,2,no,no,cairo,mostakbal city,2617500.0
Ad id 194344068,apartment,231.0,4,4,6,,no,cairo,zahraa al maadi,2300000.0
Ad id 194305318,apartment,208.0,3,3,3,no,yes,cairo,new cairo - el tagamoa,21000.0
Ad id 194260125,apartment,78.0,2,1,5,,no,cairo,madinaty,595000.0
Ad id 194304247,apartment,193.0,3,3,4,no,yes,cairo,new cairo - el tagamoa,21000.0
Ad id 194201109,apartment,160.0,3,2,ground,no,yes,cairo,new cairo - el tagamoa,8000.0
Ad id 194383040,apartment,170.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2470000.0
Ad id 194139960,apartment,185.0,3,2,1,no,yes,cairo,maadi,6500.0
Ad id 194300006,apartment,200.0,4,3,5,no,no,cairo,madinaty,4200000.0
Ad id 194219718,apartment,120.0,2,1,ground,no,yes,cairo,rehab city,5500.0
Ad id 194082537,apartment,183.0,3,4,3,,no,cairo,new cairo - el tagamoa,1855033.0
Ad id 194397232,apartment,120.0,2,1,6,yes,yes,alexandria,cleopatra,6000.0
Ad id 194123252,apartment,180.0,3,2,5,no,yes,alexandria,smoha,8500.0
Ad id 194361717,apartment,135.0,3,2,1,no,no,giza,6th of october,2620000.0
Ad id 194266440,apartment,182.0,3,3,5,no,yes,cairo,rehab city,11500.0
Ad id 194080305,apartment,155.0,3,2,7,yes,yes,alexandria,roushdy,25000.0
Ad id 194301524,apartment,225.0,3,2,2,,no,cairo,new cairo - el tagamoa,2300000.0
Ad id 194178875,apartment,220.0,3,2,3,yes,yes,cairo,nasr city,15000.0
Ad id 194233750,apartment,300.0,4,3,1,yes,yes,cairo,new cairo - el tagamoa,18000.0
